Assembly,SRA_Accession,Submitters,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Sequence_Type,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
GCF_000849485.1,,"Lee,K., Nishiguchi,M., Kashiwazaki,S.",2015-02-12T16:42:32.177Z,Shizuoka,Wasabi mottle virus,Tobamovirus,Virgaviridae,ssRNA(+),RefSeq,,,,,,,,,,,ViralProj14733
GCF_000849365.1,,"Wang,Y., Antignus,Y., Lavi,N., Pearlsman,M., Lachman,O., Gal-On,A.",2015-02-12T16:42:28.360Z,,Cucumber fruit mottle mosaic virus,Tobamovirus,Virgaviridae,ssRNA(+),RefSeq,,,,,,,,,,,ViralProj14709
GCF_000849285.1,,"Diao,A., Chen,J., Gitton,F., Antoniw,J.F., Mullins,J., Hall,A.M., Adams,M.J.",2015-02-12T16:42:25.853Z,,Soil-borne cereal mosaic virus,Furovirus,Virgaviridae,ssRNA(+),RefSeq,,,1,France,France,,Triticum aestivum,,,SAMEA3283056,ViralMultiSegProj14693
GCF_000849245.1,,"Lartey,R.T., Voss,T.C., Melcher,U., Lane,L.C., Melcher,U.K.",2015-02-12T16:42:23.787Z,,Turnip vein-clearing virus,Tobamovirus,Virgaviridae,ssRNA(+),RefSeq,,,2,,,,Brassica rapa,,,,ViralProj14685
GCF_000849225.1,,"Ugaki,M., Tomiyama,M., Kakutani,T., Hidaka,S., Kiguchi,T., Nagata,R., Sato,T., Motoyoshi,F., Nishiguchi,M.",2015-02-12T16:42:20.970Z,,Cucumber green mottle mosaic virus,Tobamovirus,Virgaviridae,ssRNA(+),RefSeq,,,1,,,,,,,,ViralProj14681
GCF_000847545.1,,"Solis,I., Garcia-Arenal,F.",2015-02-12T16:40:02.930Z,,Tobacco mild green mosaic virus,Tobamovirus,Virgaviridae,ssRNA(+),RefSeq,,,2,,,,,,,,ViralProj14671
GCF_000862485.2,,"Hammond,R.W., Ramirez,P., Tousignant,M.",2020-10-13T18:30:23.753Z,Costa Rican,Maize rayado fino virus,Marafivirus,Tymoviridae,ssRNA(+),RefSeq,,,1,,,,,,,,ViralProj15381
GCF_002817935.1,,"Mackenzie,A.M., Gibbs,A.J., Keese,P., Osorio-Keese,M.E., Torronen,M., Ding,S.W., Howe,J., Srifah,P., Skotnicki,M.L.",2019-06-28T14:30:24.207Z,,Wild cucumber mosaic virus,Tymovirus,Tymoviridae,ssRNA(+),RefSeq,,,,,,,,,,,ASM281793v1
GCF_002817915.1,,"Alexandre,M.A.V., Duarte,L.M.L., Rivas,E.B., Chagas,C.M., Barradas,M.M., Koenig,R.",2019-06-28T14:30:19.233Z,,Petunia vein banding virus,Tymovirus,Tymoviridae,ssRNA(+),RefSeq,,,,,,,,,,,ASM281791v1
GCF_002817895.1,,"Morales,F., Lozano,I., Castano,M., Arroyave,J., Velasco,A., Varon,F.",2019-06-28T14:30:15.347Z,,Passion fruit yellow mosaic virus,Tymovirus,Tymoviridae,ssRNA(+),RefSeq,,,,Colombia,Colombia,,,,,,ASM281789v1
GCF_004132825.1,,"Nemchinov,L.G., Francois,S., Roumagnac,P., Mollov,D., Filloux,D.",2019-02-12T13:47:25.567Z,SM-1_C50,Alfalfa virus F,Marafivirus,Tymoviridae,ssRNA(+),RefSeq,,,,France: Prades-le-Lez,France,,Medicago sativa,,2015-04-15,,ASM413282v1
GCF_004132205.1,,"Schoonvaere,K., Smagghe,G., Francis,F., de Graaf,D.C.",2019-02-12T13:44:16.650Z,BeeMLV2_ahae2,Bee Macula-Like virus 2,Maculavirus,Tymoviridae,ssRNA(+),RefSeq,,,,Belgium,Belgium,,,,2015-05-13,,ASM413220v1
GCF_002986155.1,,"Ding,S.W., Mackenzie,A., Torronen,M., Gibbs,A.",2018-08-26T16:13:21.013Z,,Cacao yellow mosaic virus,Tymovirus,Tymoviridae,ssRNA(+),RefSeq,,,1,,,,,,,,ASM298615v1
GCF_002986145.1,,"Ding,S.W., Howe,J., Mackenzie,A., Skotnicki,M., Gibbs,A., Keese,P., Meek,D., Osorio-Keese,M., Srifah,P., Torronen,M.",2018-08-26T16:13:13.620Z,,Belladonna mottle virus,Tymovirus,Tymoviridae,ssRNA(+),RefSeq,,,2,,,,,,,,ASM298614v1
GCF_002817955.1,,"Katsuma,S., Tanaka,S., Omuro,N., Takabuchi,L., Daimon,T., Imanishi,S., Yamashita,S., Iwanaga,M., Mita,K., Maeda,S., Kobayashi,M., Shimada,T.",2018-08-24T19:07:04.933Z,,Bombyx mori latent virus,,Tymoviridae,ssRNA(+),RefSeq,,,1,Japan,Japan,,Bombyx mori,,,,ASM281795v1
GCF_002817875.1,,"Mackenzie,A.M., Gibbs,A.J., Keese,P., Osorio-Keese,M.E., Torronen,M., Ding,S.W., Srifah,P., Skotnicki,M.L.",2018-08-24T19:06:13.437Z,,Desmodium yellow mottle virus,Tymovirus,Tymoviridae,ssRNA(+),RefSeq,,,,,,,,,,,ASM281787v1
GCF_002817855.1,,"Mackenzie,A.M., Gibbs,A.J., Keese,P., Osorio-Keese,M.E., Torronen,M., Ding,S.W., Srifah,P., Skotnicki,M.L.",2018-08-24T19:05:05.930Z,,Clitoria yellow vein virus,Tymovirus,Tymoviridae,ssRNA(+),RefSeq,,,,,,,,,,,ASM281785v1
GCF_002817835.1,,"Sabanadzovic,S., Abou Ghanem-Sabanadzovic,N.",2018-08-24T19:04:04.483Z,GSM-8,Blackberry virus S,Marafivirus,Tymoviridae,ssRNA(+),RefSeq,,,1,USA,USA,,Rubus canadensis,,,,ASM281783v1
GCF_002817815.1,,"Izadpanah,K., Zhang,Y., Duberlt,S., Rowhani,A.K.",2018-08-24T19:03:15.817Z,,Bermuda grass etched-line virus,Marafivirus,Tymoviridae,ssRNA(+),RefSeq,,,,,,,,,,,ASM281781v1
GCF_002029535.1,,"Reynard,J.-S., Brodard,J., Dubuis,N., Yobregat,O., Kominek,P., Schumpp,O., Schaerer,S.",2017-03-16T01:01:11.237Z,Mauzac,Grapevine rupestris vein feathering virus,Marafivirus,Tymoviridae,ssRNA(+),RefSeq,,,,France,France,,Vitis vinifera,,2016,,ViralProj379135
GCF_002008435.1,,"Igori,D., Lim,S., Baek,D., Kim,S.Y., Seo,E., Cho,I.-S., Choi,G.-S., Lim,H.-S., Moon,J.S.",2017-03-01T01:00:16.150Z,SK,Peach marafivirus D,Marafivirus,Tymoviridae,ssRNA(+),RefSeq,,,,South Korea,South Korea,,Prunus persica,,2015-05-06,,ViralProj376919
GCF_001856635.1,,"Vargas-Asencio,J., Wojciechowska,K., Baskerville,M., Gomez,A.L., Perry,K.L., Thompson,J.R., Vargas-Asencio,J.A., Gomez,A., Thompson,J.",2016-10-30T01:02:33.017Z,GV30,Grapevine asteroid mosaic associated virus,Marafivirus,Tymoviridae,ssRNA(+),RefSeq,,,1,USA,USA,,Vitis vinifera,,2010-11-17,,ViralProj351253
GCF_001698255.1,,"Cretazzo,E., Velasco,L.",2016-08-03T01:00:11.937Z,Graciano-T101,Grapevine Red Globe virus,Maculavirus,Tymoviridae,ssRNA(+),RefSeq,,,,Spain,Spain,,Vitis vinifera,,2014-03-01,,ViralProj335748
GCF_001550585.1,,"Villamor,D.E.V., Mekuria,T.A., Pillai,S.S., Eastwell,K.C.",2016-02-07T01:01:05.747Z,NeVM/12C51,Nectarine marafivirus M,Marafivirus,Tymoviridae,ssRNA(+),RefSeq,,,,USA,USA,,Prunus persica,,,,ViralProj310914
GCF_001190355.1,,"de Miranda,J.R., Cornman,R.S., Evans,J.D., Semberg,E., Haddad,N., Neumann,P., Gauthier,L.",2015-07-31T17:34:43.447Z,France 878V,Bee Macula-like virus,,Tymoviridae,ssRNA(+),RefSeq,,,1,France,France,,Apis mellifera,,2002-10-01,,ViralProj291249
GCF_001188625.1,,"de Miranda,J.R., Cornman,R.S., Evans,J.D., Semberg,E., Haddad,N., Neumann,P., Gauthier,L.",2015-07-30T01:00:06.100Z,PSU-1var,Varroa Tymo-like virus,,Tymoviridae,ssRNA(+),RefSeq,,,1,USA,USA,,Varroa destructor,,2006-09-15,,ViralProj290931
GCF_000911635.1,,"Nicolini,C., Nagata,T.",2015-02-22T18:47:33.387Z,SC50,Tomato blistering mosaic tymovirus,Tymovirus,Tymoviridae,ssRNA(+),RefSeq,,,,Brazil,Brazil,,Solanum lycopersicum,,2010,,ViralProj213013
GCF_000906715.1,,"Kreuze,J., Koenig,R., De Souza,J., Vetten,H.J., Muller,G., Flores,B., Ziebell,H., Cuellar,W., Kreuze,J.F., de Souza,J.",2015-02-22T18:39:52.797Z,Col,Andean potato latent virus,Tymovirus,Tymoviridae,ssRNA(+),RefSeq,,,1,Colombia,Colombia,,Solanum phureja,,1966,,ViralProj192611
GCF_000905815.1,,"Kreuze,J., Koenig,R., De Souza,J., Vetten,H.J., Muller,G., Flores,B., Ziebell,H., Cuellar,W., Kreuze,J.F., de Souza,J.",2015-02-22T18:39:13.630Z,Hu,Andean potato mild mosaic virus,Tymovirus,Tymoviridae,ssRNA(+),RefSeq,,,1,Peru,Peru,,Solanum tuberosum,,1977,,ViralProj192605
GCF_000898695.1,,"Wang,L., Lv,X., Zhai,Y., Fu,S., Wang,D., Rayner,S., Tang,Q., Liang,G.",2015-02-22T18:25:12.307Z,,Culex originated Tymoviridae-like virus,Maculavirus,Tymoviridae,ssRNA(+),RefSeq,,,1,China,China,,,,2005,,ViralProj176434
GCF_000893635.1,,"Agindotan,B.O., Gray,M.E., Hammond,R.W., Bradley,C.A.",2015-02-22T18:17:27.213Z,S1,Switchgrass mosaic virus,Marafivirus,Tymoviridae,ssRNA(+),RefSeq,,,1,"USA: Champaign, IL",USA,IL,Panicum virgatum,,2010-07-15,,ViralProj66897
GCF_000893235.1,,"Elbeaino,T., Digiaro,M., Martelli,G.P.",2015-02-22T18:16:52.250Z,,Fig fleck-associated virus,Maculavirus,Tymoviridae,ssRNA(+),RefSeq,,,1,Italy:Apulia,Italy,,Ficus carica,,,,ViralProj64495
GCF_000892755.1,,"Iwanaga,M., Hitotsuyama,T., Katsuma,S., Ishihara,G., Daimon,T., Shimada,T., Imanishi,S., Kawasaki,H., Tanaka,S., Omuro,N., Takabuchi,L., Yamashita,S., Mita,K., Maeda,S., Kobayashi,M.",2015-02-22T18:16:21.900Z,,Bombyx mori Macula-like virus,Maculavirus,Tymoviridae,ssRNA(+),RefSeq,,,2,Japan,Japan,,,,2006-12-07,,ViralProj66973
GCF_000891115.1,,"Min,B.E., Feldman,T.S., Ali,A., Wiley,G., Muthukumar,V., Roe,B.A., Roossinck,M., Melcher,U., Palmer,M.W., Nelson,R.S., Min,B.-E.",2015-02-22T18:14:17.677Z,,Asclepias asymptomatic virus,Tymovirus,Tymoviridae,ssRNA(+),RefSeq,,,1,USA,USA,,Asclepias viridis,,2007,,ViralProj66899
GCF_000889035.1,,"Pagan,I., Betancourt,M., de Miguel,J., Pinero,D., Fraile,A., Garcia-Arenal,F.",2015-02-22T18:12:09.997Z,20.5,Chiltepin yellow mosaic virus,Tymovirus,Tymoviridae,ssRNA(+),RefSeq,,,1,Mexico:Tula,Mexico,,,plant leaf,2001,,ViralProj48419
GCF_000888135.1,,"Alabdullah,A., Minafra,A., Elbeaino,T., Saponari,M., Savino,V., Martelli,G.P.",2015-02-22T18:11:10.550Z,CN1/1,Olive latent virus 3,Marafivirus,Tymoviridae,ssRNA(+),RefSeq,,,1,Italy,Italy,,,,2008-04-03,,ViralProj46223
GCF_000883295.1,,"Koenig,R., Pleij,C.W., Lesemann,D.E., Loss,S., Vetten,H.J., Pleij,C.W.A., Lesemann,D.-E.",2015-02-22T18:04:49.537Z,,Plantago mottle virus,Tymovirus,Tymoviridae,ssRNA(+),RefSeq,,,1,,,,,,,,ViralProj32683
GCF_000882775.1,,"Al Rwahnih,M., Daubert,S., Golino,D., Rowhani,A.",2015-02-22T18:04:24.100Z,,Grapevine Syrah virus 1,Marafivirus,Tymoviridae,ssRNA(+),RefSeq,,,1,USA,USA,,Vitis vinifera,,,,ViralProj36515
GCF_000882375.1,,"Koenig,R., Pleij,C.W., Lesemann,D.E., Loss,S., Vetten,H.J., Pleij,C.W.A., Lesemann,D.-E.",2015-02-22T18:03:59.987Z,,Scrophularia mottle virus,Tymovirus,Tymoviridae,ssRNA(+),RefSeq,,,1,,,,,,,,ViralProj32679
GCF_000881735.1,,"Koenig,R., Pleij,C.W., Lesemann,D.E., Loss,S., Vetten,H.J., Barends,S., Gultyaev,A.P.",2015-02-22T18:03:26.953Z,,Nemesia ring necrosis virus,Tymovirus,Tymoviridae,ssRNA(+),RefSeq,,,2,,,,Nemesia fruticans,,,,ViralProj32681
GCF_000880855.1,,"Koenig,R., Pleij,C.W., Lesemann,D.E., Loss,S., Vetten,H.J., Pleij,C.W.A., Lesemann,D.-E.",2015-02-22T18:02:36.053Z,,Anagyris vein yellowing virus,Tymovirus,Tymoviridae,ssRNA(+),RefSeq,,,1,,,,,,,,ViralProj32713
GCF_000874725.1,,"Segwagwe,A.T., Putnam,M.L., Druffel,K.L., Pappu,H.R., Eastwell,K.C.",2015-02-13T08:39:40.803Z,,Diascia yellow mottle virus,Tymovirus,Tymoviridae,ssRNA(+),RefSeq,,,1,USA,USA,,Diascia,,2002-04,,ViralProj30795
GCF_000873885.1,,"Stephan,D., Siddiqua,M., Ta Hoang,A., Engelmann,J., Winter,S., Maiss,E.",2015-02-13T08:38:57.107Z,"PV-0264; available from DSMZ (German collection of microorg. and cell cultures), Braunschweig, Germany",Okra mosaic virus,Tymovirus,Tymoviridae,ssRNA(+),RefSeq,,,1,Nigeria,Nigeria,,,,,,ViralProj19761
GCF_000864285.1,,"Tzanetakis,I.E., Tsai,C.H., Martin,R.R., Dreher,T.W.",2015-02-13T08:24:46.240Z,,Dulcamara mottle virus,Tymovirus,Tymoviridae,ssRNA(+),RefSeq,,,1,,,,,,,,ViralProj16188
GCF_000862665.1,,"Bernal,J.J., Jimenez,I., Moreno,M., Hord,M., Rivera,C., Koenig,R., Rodriguez-Cerezo,E., Moreira,L.",2015-02-13T08:22:48.057Z,,Chayote mosaic virus,Tymovirus,Tymoviridae,ssRNA(+),RefSeq,,,1,,,,Sechium edule,,,,ViralProj15420
GCF_000862485.1,,"Hammond,R.W., Ramirez,P., Tousignant,M.",2015-02-13T08:22:41.737Z,,Maize rayado fino virus,Marafivirus,Tymoviridae,ssRNA(+),RefSeq,,,1,,,,,,,,ViralProj15381
GCF_000862065.1,,"Morch,M.D., Boyer,J.C., Haenni,A.L., Morch,M.",2015-02-13T08:22:23.937Z,,Turnip yellow mosaic virus,Tymovirus,Tymoviridae,ssRNA(+),RefSeq,,,1,,,,,,,,ViralProj15293
GCF_000861425.1,,"Edwards,M.C., Zhang,Z., Weiland,J.J.",2015-02-13T08:21:51.847Z,,Oat blue dwarf virus,Marafivirus,Tymoviridae,ssRNA(+),RefSeq,,,1,,,,,,,,ViralProj15341
GCF_000860785.1,,"Bradel,B.G., Preil,W., Jeske,H.",2015-02-13T08:21:24.380Z,,Poinsettia mosaic virus,,Tymoviridae,ssRNA(+),RefSeq,,,1,,,,,,,,ViralProj15366
GCF_000859005.1,,"Sabanadzovic,S., Ghanem-Sabanadzovic,N.A., Saldarelli,P., Martelli,G.P.",2015-02-13T08:19:42.993Z,MT48,Grapevine fleck virus,Maculavirus,Tymoviridae,ssRNA(+),RefSeq,,,1,Italy,Italy,,,,,,ViralProj15188
GCF_000858145.1,,"Maccheroni,W., Alegria,M.C., Greggio,C.C., Piazza,J.P., Kamla,R.F., Zacharias,P.R., Bar-Joseph,M., Kitajima,E.W., Assumpcao,L.C., Camarotte,G., Cardozo,J., Casagrande,E.C., Ferrari,F., Franco,S.F., Giachetto,P.F., Girasol,A., Jordao,H. Jr., Silva,V.H., Souza,L.C., Aguilar-Vildoso,C.I., Zanca,A.S., Arruda,P., Kitajima,J.P., Reinach,F.C., Ferro,J.A., da Silva,A.C., Silva,A.C.R.",2015-02-13T08:18:51.380Z,,Citrus sudden death-associated virus,Marafivirus,Tymoviridae,ssRNA(+),RefSeq,,,1,,,,,,,,ViralProj15170
GCF_000856825.1,,"Ranjith-Kumar,C.T., Gopinath,K., Jacob,A.N., Srividhya,V., Elango,P., Savithri,H.S.",2015-02-13T08:17:17.327Z,,Physalis mottle virus,Tymovirus,Tymoviridae,ssRNA(+),RefSeq,,,1,,,,,,,,ViralProj15090
GCF_000850025.1,,"Ding,S.W., Keese,P., Gibbs,A.",2015-02-12T16:43:04.273Z,,Ononis yellow mosaic virus,Tymovirus,Tymoviridae,ssRNA(+),RefSeq,,,1,,,,,,,,ViralProj14669
GCF_000849065.1,,"Ding,S., Keese,P., Gibbs,A., Ding,S.W., Howe,J., Mackenzie,A., Meek,D., Osorio-Keese,M., Skotnicki,M., Srifah,P., Torronen,M., van Belkum,A., Bingkun,J., Rietveld,K., Pleij,C.W., Bosch,L.",2015-02-12T16:42:11.327Z,Jervis Bay,Kennedya yellow mosaic virus,Tymovirus,Tymoviridae,ssRNA(+),RefSeq,,,2,,,,,,,,ViralProj14644
GCF_000847445.1,,"Srifah,P., Keese,P., Weiller,G., Gibbs,A., Mackenzie,A.M., Gibbs,A.J.",2015-02-12T16:39:49.860Z,,Erysimum latent virus,Tymovirus,Tymoviridae,ssRNA(+),RefSeq,,,1,,,,,,,,ViralProj14651
GCF_000847385.1,,"Osorio-Keese,M.E., Keese,P., Gibbs,A.",2015-02-12T16:39:45.593Z,,Eggplant mosaic virus,Tymovirus,Tymoviridae,ssRNA(+),RefSeq,,,1,,,,,,,,ViralProj14639
GCF_000889015.1,,"Happonen,L.J., Redder,P., Peng,X., Reigstad,L.J., Prangishvili,D., Butcher,S.J., Happonen,L., Schleper,C.",2015-02-22T18:12:08.280Z,,Sulfolobus turreted icosahedral virus 2,Alphaturrivirus,Turriviridae,dsDNA,RefSeq,,,1,Iceland: near Hveragerdi,Iceland,,Sulfolobus sp. G4ST-2,,2006,,ViralProj48299
GCF_000845405.1,,"Rice,G., Tang,L., Stedman,K., Roberto,F., Spuhler,J., Gillitzer,E., Johnson,J.E., Douglas,T., Young,M., Rice,G. III",2015-02-12T16:38:00.240Z,,Sulfolobus turreted icosahedral virus 1,Alphaturrivirus,Turriviridae,dsDNA,RefSeq,,,1,USA: Yellowstone National Park,USA,WY,Saccharolobus solfataricus,,,,ViralProj14401
GCF_002988075.1,,"Neumann,H., Zillig,W., Schwass,V., Eckerskorn,C.",2018-08-26T16:19:15.853Z,,Betatristromavirus TTV1,Betatristromavirus,Tristromaviridae,dsDNA,RefSeq,,,2,,,,,,,,ASM298807v1
GCF_001885445.1,,"Rensen,E.I., Mochizuki,T., Quemin,E., Schouten,S., Krupovic,M., Prangishvili,D.",2016-11-22T17:29:05.627Z,1,Alphatristromavirus PFV1,Alphatristromavirus,Tristromaviridae,dsDNA,RefSeq,,,1,Italy,Italy,,Pyrobaculum arsenaticum,,2009-06-01,,ViralProj314140
GCF_001678215.2,,"Alvarez Quinto,R.A., Mendoza,A., Quito-Avila,D.F., Mora Pinargote,C.A.",2019-03-06T18:15:07.657Z,EC_Portoviejo,Maize-associated totivirus 2,,Totiviridae,dsRNA,RefSeq,,,,Ecuador,Ecuador,,Zea mays,,2015-05-18,,ViralProj327358
GCF_004130595.1,,"Komatsu,K., Katayama,Y., Omatsu,T., Mizutani,T., Fukuhara,T., Kodama,M., Arie,T., Teraoka,T., Moriyama,H.",2019-02-12T14:54:34.533Z,,Alternaria arborescens victorivirus 1,Victorivirus,Totiviridae,dsRNA,RefSeq,,,1,USA,USA,,Alternaria arborescens,,,,ASM413059v1
GCF_004128475.1,DRR037362,"Urayama,S., Takaki,Y., Nunoura,T.",2019-02-12T14:48:39.633Z,,Diatom colony associated dsRNA virus 12,,Totiviridae,dsRNA,RefSeq,,,1,Japan:Tokyo bay,Japan,,,,2014-04-08,SAMD00034184,ASM412847v1
GCF_004128375.1,DRR037362,"Urayama,S., Takaki,Y., Nunoura,T.",2019-02-12T14:48:08.530Z,,Diatom colony associated dsRNA virus 7,,Totiviridae,dsRNA,RefSeq,,,1,Japan:Tokyo bay,Japan,,,,2014-04-08,SAMD00034184,ASM412837v1
GCF_004128275.1,DRR037362,"Urayama,S., Takaki,Y., Nunoura,T.",2019-02-12T14:47:47Z,,Diatom colony associated dsRNA virus 3,,Totiviridae,dsRNA,RefSeq,,,1,Japan:Tokyo bay,Japan,,,,2014-04-08,SAMD00034184,ASM412827v1
GCF_004132665.1,,"Zhang,P., Wang,X., Massart,S.",2019-02-12T14:34:43.037Z,,Sogatella furcifera totivirus 2,,Totiviridae,dsRNA,RefSeq,,,,China,China,,Sogatella furcifera,,2016,,ASM413266v1
GCF_004130775.1,,"Sasai,S., Tamura,K., Tojo,M., Herrero,M.-L., Hoshino,T., Ohki,S.T., Mochizuki,T.",2019-02-12T14:26:35.293Z,,Pythium polare RNA virus 2,,Totiviridae,dsRNA,RefSeq,,,,Norway,Norway,,Pythium polare,,,,ASM413077v1
GCF_004129775.1,,"Huang,Y., Zhang,J., An,X., Mi,Z., Sun,Q., Fan,H., Zhang,X.",2019-02-12T14:23:48.520Z,CTV_NJ3,Culex tritaeniorhynchus totivirus,,Totiviridae,dsRNA,RefSeq,,,,China,China,,Culex tritaeniorhynchus,,2010-05-01,,ASM412977v1
GCF_004128455.1,DRR037362,"Urayama,S., Takaki,Y., Nunoura,T.",2019-02-12T14:21:02.380Z,,Diatom colony associated dsRNA virus 11,,Totiviridae,dsRNA,RefSeq,,,1,Japan:Tokyo bay,Japan,,,,2014-04-08,SAMD00034184,ASM412845v1
GCF_004128435.1,DRR037362,"Urayama,S., Takaki,Y., Nunoura,T.",2019-02-12T14:20:48.217Z,,Diatom colony associated dsRNA virus 10,,Totiviridae,dsRNA,RefSeq,,,1,Japan:Tokyo bay,Japan,,,,2014-04-08,SAMD00034184,ASM412843v1
GCF_004128355.1,DRR037362,"Urayama,S., Takaki,Y., Nunoura,T.",2019-02-12T14:20:36.157Z,,Diatom colony associated dsRNA virus 6,,Totiviridae,dsRNA,RefSeq,,,1,Japan:Tokyo bay,Japan,,,,2014-04-08,SAMD00034184,ASM412835v1
GCF_004128335.1,DRR037362,"Urayama,S., Takaki,Y., Nunoura,T.",2019-02-12T14:20:25.190Z,,Diatom colony associated dsRNA virus 5,,Totiviridae,dsRNA,RefSeq,,,1,Japan:Tokyo bay,Japan,,,,2014-04-08,SAMD00034184,ASM412833v1
GCF_004134365.1,,"Li,W., Xia,Y., Zhang,H., Zhang,X., Chen,H.",2019-02-12T14:18:58.967Z,F16176,Fusarium asiaticum victorivirus 1,Victorivirus,Totiviridae,dsRNA,RefSeq,,,1,China,China,,Fusarium asiaticum,,2016-04,,ASM413436v1
GCF_004132645.1,,"Zhang,P., Wang,X., Massart,S.",2019-02-12T14:11:50.130Z,,Sogatella furcifera totivirus 1,,Totiviridae,dsRNA,RefSeq,,,,China,China,,Sogatella furcifera,,2016,,ASM413264v1
GCF_004132545.1,,"Turina,M., Ghignone,S., Astolfi,N., Silvestri,A., Bonfante,P., Lanfranco,L.",2019-02-12T14:11:36.940Z,GmGlV1-BEG34,Gigaspora margarita giardia-like virus 1,Giardiavirus,Totiviridae,dsRNA,RefSeq,,,1,Italy,Italy,,,,2015-10,,ASM413254v1
GCF_004130755.1,,"Sasai,S., Tamura,K., Tojo,M., Herrero,M.-L., Hoshino,T., Ohki,S.T., Mochizuki,T.",2019-02-12T14:02:49.363Z,,Pythium polare RNA virus 1,,Totiviridae,dsRNA,RefSeq,,,,Norway,Norway,,Pythium polare,,,,ASM413075v1
GCF_004131705.1,,"Zhang,S., Li,F., Fang,S., Wang,H., Guo,L.",2019-02-12T13:42:42.077Z,YNSL1212,Panax notoginseng virus A,,Totiviridae,dsRNA,RefSeq,,,,"China: Shilin, Yunnan",China,,Panax notoginseng,,2014-10-20,,ASM413170v1
GCF_004129715.1,,"Xin,C., Wu,B., Li,J., Gong,P., Yang,J., Li,H., Cai,X., Zhang,X.",2019-02-12T13:36:16.160Z,TQCBD-12/0909,Eimeria stiedai RNA virus 1,,Totiviridae,dsRNA,RefSeq,,,1,China,China,,Eimeria stiedai,,2012-09-09,,ASM412971v1
GCF_004128415.1,DRR037362,"Urayama,S., Takaki,Y., Nunoura,T.",2019-02-12T13:30:29.380Z,,Diatom colony associated dsRNA virus 9 genome type A,,Totiviridae,dsRNA,RefSeq,,,1,Japan:Tokyo bay,Japan,,,,2014-04-08,SAMD00034184,ASM412841v1
GCF_004128315.1,DRR037362,"Urayama,S., Takaki,Y., Nunoura,T.",2019-02-12T13:30:15.607Z,,Diatom colony associated dsRNA virus 4 genome type B,,Totiviridae,dsRNA,RefSeq,,,1,Japan:Tokyo bay,Japan,,,,2014-04-08,SAMD00034184,ASM412831v1
GCF_004128495.1,DRR037362,"Urayama,S., Takaki,Y., Nunoura,T.",2019-02-12T13:26:30.933Z,,Diatom colony associated dsRNA virus 13,,Totiviridae,dsRNA,RefSeq,,,1,Japan:Tokyo bay,Japan,,,,2014-04-08,SAMD00034184,ASM412849v1
GCF_004128395.1,DRR037362,"Urayama,S., Takaki,Y., Nunoura,T.",2019-02-12T13:26:14.897Z,,Diatom colony associated dsRNA virus 8,,Totiviridae,dsRNA,RefSeq,,,1,Japan:Tokyo bay,Japan,,,,2014-04-08,SAMD00034184,ASM412839v1
GCF_004128295.1,DRR037362,"Urayama,S., Takaki,Y., Nunoura,T.",2019-02-12T13:26:01.227Z,,Diatom colony associated dsRNA virus 4 genome type A,,Totiviridae,dsRNA,RefSeq,,,1,Japan:Tokyo bay,Japan,,,,2014-04-08,SAMD00034184,ASM412829v1
GCF_002988065.1,,"Romo,M., Leuchtmann,A., Garcia,B., Zabalgogeazcoa,I.",2018-08-26T16:19:08.197Z,,Epichloe festucae virus 1,Victorivirus,Totiviridae,dsRNA,RefSeq,,,1,Spain:Salamanca,Spain,,Epichloe festucae,,,,ASM298806v1
GCF_002988055.1,,"Herrero,N., Duenas,E., Quesada-Moraga,E., Zabalgogeazcoa,I.",2018-08-26T16:19:00.910Z,Bb06/02,Beauveria bassiana victorivirus 1,Victorivirus,Totiviridae,dsRNA,RefSeq,,,1,Spain:Fuerteventura,Spain,,,,,,ASM298805v1
GCF_002988045.1,,"Kozlakidis,Z., Herrero,N., Coutts,R.H., Coutts,R.",2018-08-26T16:18:53.203Z,,Aspergillus foetidus slow virus 1,Victorivirus,Totiviridae,dsRNA,RefSeq,,,1,,,,Aspergillus foetidus,,,,ASM298804v1
GCF_002830765.1,,"Goodman,R.P., Freret,T.S., Kula,T., Geller,A.M., Talkington,M.W., Tang-Fernandez,V., Suciu,O., Demidenko,A.A., Ghabrial,S.A., Beach,D.H., Singh,B.N., Fichorova,R.N., Nibert,M.L., Talkington,M.W.T.",2018-08-26T15:37:05.150Z,,Trichomonas vaginalis virus 4,Trichomonasvirus,Totiviridae,dsRNA,RefSeq,,,1,USA,USA,,Trichomonas vaginalis,,2009-11,,ASM283076v1
GCF_002830745.1,,"Baeza,M., Bravo,N., Sanhueza,M., Flores,O., Villarreal,P., Cifuentes,V.",2018-08-26T15:36:09.573Z,,Xanthophyllomyces dendrorhous virus L1B,Totivirus,Totiviridae,dsRNA,RefSeq,,,1,,,,Phaffia rhodozyma,,,,ASM283074v1
GCF_002830725.1,,"Stielow,B., Menzel,W.",2018-08-26T15:36:04.943Z,Buekk,Tuber aestivum virus 1,Totivirus,Totiviridae,dsRNA,RefSeq,,,1,Hungary,Hungary,,Tuber aestivum,,2009,,ASM283072v1
