Host,Species,Assembly,SRA_Accession,Submitters,Release_Date,Isolate,Genus,Family,Molecule_type,Sequence_Type,Genotype,Segment,Publications,Geo_Location,Country,USA,Isolation_Source,Collection_Date,BioSample,GenBank_Title,Species_superkingdom,Species_family,Species_genus,Species_species,Species_no rank,Species_clade,Species_kingdom,Species_phylum,Species_class,Species_order,Species_subfamily,Host_no rank,Host_superkingdom,Host_kingdom,Host_phylum,Host_subphylum,Host_clade,Host_class,Host_order,Host_family,Host_subfamily,Host_tribe,Host_subtribe,Host_genus,Host_species,Host_subgenus,Host_section,Host_varietas,Host_superclass,Host_superorder,Host_suborder,Host_infraorder,Host_parvorder,Host_superfamily,Host_infraclass,Host_subclass,Host_subspecies,Host_strain,Host_cohort,Host_species group,Host_serogroup,Host_subsection,Host_subkingdom,Host_forma,Host_subcohort
Solanum lycopersicum,Tomato leaf curl Hanoi virus,GCF_000892255.1,NA,"Ha,C.V., Le,H.V., Tran,T.N.",2015-02-22T18:15:44Z,Vietnam/Hanoi/tomato/2010,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,Viet Nam,Viet Nam,NA,NA,2010,NA,ViralProj62755,Viruses,Geminiviridae,Begomovirus,Tomato leaf curl Hanoi virus,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Solanales,Solanaceae,Solanoideae,Solaneae,,Solanum,Solanum lycopersicum,Solanum subgen. Lycopersicon,,,,,,,,,,,,,,,,,,,
Solanum lycopersicum,Tomato leaf curl purple vein virus,GCF_002270925.1,NA,"Macedo,M.A., Albuquerque,L., Souza,J., Maliano,M., Rojas,M., Gilbertson,R., Inoue Nagata,A.",2017-08-26T01:00:51Z,BR:793:15,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,Brazil,Brazil,NA,NA,2015,NA,ViralProj399953,Viruses,Geminiviridae,Begomovirus,Tomato leaf curl purple vein virus,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Solanales,Solanaceae,Solanoideae,Solaneae,,Solanum,Solanum lycopersicum,Solanum subgen. Lycopersicon,,,,,,,,,,,,,,,,,,,
Solanum lycopersicum,Tobacco leaf curl Kochi virus,GCF_000843705.1,NA,"Kitamura,K., Murayama,A., Ikegami,M.",2015-02-12T16:36:39Z,KK,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,1,NA,NA,NA,NA,NA,NA,ViralProj14400,Viruses,Geminiviridae,Begomovirus,Tobacco leaf curl Kochi virus,unclassified Begomovirus,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Solanales,Solanaceae,Solanoideae,Solaneae,,Solanum,Solanum lycopersicum,Solanum subgen. Lycopersicon,,,,,,,,,,,,,,,,,,,
Solanum lycopersicum,Tomato leaf curl New Delhi virus,GCF_000842925.1,NA,"Padidam,M., Beachy,R.N., Fauquet,C.M.",2015-02-12T16:36:08Z,NA,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,1,NA,NA,NA,NA,NA,NA,ViralMultiSegProj14243,Viruses,Geminiviridae,Begomovirus,Tomato leaf curl New Delhi virus,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Solanales,Solanaceae,Solanoideae,Solaneae,,Solanum,Solanum lycopersicum,Solanum subgen. Lycopersicon,,,,,,,,,,,,,,,,,,,
Solanum lycopersicum,Tomato leaf curl New Delhi virus 2,GCF_002824165.1,NA,"Chaudhary,A., Kumar,R., Mukherjee,S.K.",2018-08-25T01:06:00Z,ToLCVIANDS1.1-A,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,India,India,NA,plant leaf,2011-09-12,NA,ASM282416v1,Viruses,Geminiviridae,Begomovirus,Tomato leaf curl New Delhi virus 2,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Solanales,Solanaceae,Solanoideae,Solaneae,,Solanum,Solanum lycopersicum,Solanum subgen. Lycopersicon,,,,,,,,,,,,,,,,,,,
Solanum lycopersicum,Ageratum yellow vein virus,GCF_001008515.1,NA,"Schlub,R.L., Li,R., Bamba,J., Brown,R., Ling,K.-S.",2015-05-17T01:01:11Z,NA,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,USA: Guam,USA,GU,NA,2011,NA,ViralProj284016,Viruses,Geminiviridae,Begomovirus,Ageratum yellow vein virus,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Solanales,Solanaceae,Solanoideae,Solaneae,,Solanum,Solanum lycopersicum,Solanum subgen. Lycopersicon,,,,,,,,,,,,,,,,,,,
Solanum lycopersicum,Chino del tomate Amazonas virus,GCF_002821945.1,NA,"Fonseca,M.E.N., Boiteux,L.S., Fernandes,N.A.N., Costa,A.F.",2018-08-25T01:05:02Z,AM10,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,Brazil,Brazil,NA,NA,2007-11,NA,ASM282194v1,Viruses,Geminiviridae,Begomovirus,Chino del tomate Amazonas virus,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Solanales,Solanaceae,Solanoideae,Solaneae,,Solanum,Solanum lycopersicum,Solanum subgen. Lycopersicon,,,,,,,,,,,,,,,,,,,
Solanum lycopersicum,Potato yellow mosaic Trinidad virus,GCF_000842985.1,NA,"Humaharan,P., Padidam,M., Phelps,R.H., Beachy,R.N., Fauquet,C.M.",2015-02-12T16:36:09Z,Trinidad and Tobago,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,NA,Trinidad and Tobago,NA,NA,NA,NA,ViralMultiSegProj14256,Viruses,Geminiviridae,Begomovirus,Potato yellow mosaic Trinidad virus,unclassified Begomovirus,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Solanales,Solanaceae,Solanoideae,Solaneae,,Solanum,Solanum lycopersicum,Solanum subgen. Lycopersicon,,,,,,,,,,,,,,,,,,,
Solanum lycopersicum,Tomato yellow leaf curl Guangdong virus,GCF_000868505.1,NA,"He,Z.F., Yu,H.",2015-02-13T08:29:51Z,G3,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,"China: Guangdong, Guangzhou",China,NA,NA,NA,NA,ViralProj17801,Viruses,Geminiviridae,Begomovirus,Tomato yellow leaf curl Guangdong virus,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Solanales,Solanaceae,Solanoideae,Solaneae,,Solanum,Solanum lycopersicum,Solanum subgen. Lycopersicon,,,,,,,,,,,,,,,,,,,
Solanum lycopersicum,Tomato leaf curl Seychelles virus,GCF_000871445.1,NA,"Lefeuvre,P., Delatte,H., Naze,F., Dogley,W., Reynaud,B., Lett,J.M.",2015-02-13T08:35:35Z,NA,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,Seychelles:Mahe,Seychelles,NA,NA,2004,NA,ViralProj18869,Viruses,Geminiviridae,Begomovirus,Tomato leaf curl Seychelles virus,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Solanales,Solanaceae,Solanoideae,Solaneae,,Solanum,Solanum lycopersicum,Solanum subgen. Lycopersicon,,,,,,,,,,,,,,,,,,,
Solanum lycopersicum,Tomato leaf curl Anand alphasatellite,GCF_018583925.1,NA,"Sangeeta,R., Yadav,B.K., Chahwala,F.D., Singh,A.K.",2021-06-01T16:42:17Z,Anand,Clecrusatellite,Alphasatellitidae,ssDNA,RefSeq,NA,NA,NA,"India: Anand, Gujarat",India,NA,plant leaf,2016-01-11,NA,ASM1858392v1,Viruses,Alphasatellitidae,Clecrusatellite,Tomato leaf curl Anand alphasatellite,,,Viruses,,,,Geminialphasatellitinae,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Solanales,Solanaceae,Solanoideae,Solaneae,,Solanum,Solanum lycopersicum,Solanum subgen. Lycopersicon,,,,,,,,,,,,,,,,,,,
Solanum lycopersicum,Tomato yellow leaf curl Yunnan virus,GCF_000909115.1,NA,"Ding,M., Li,W.H., Zhang,Z.K., Zhou,X.P.",2015-02-22T18:42:19Z,YN2013,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,China,China,NA,NA,2011-01-22,NA,ViralProj206466,Viruses,Geminiviridae,Begomovirus,Tomato yellow leaf curl Yunnan virus,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Solanales,Solanaceae,Solanoideae,Solaneae,,Solanum,Solanum lycopersicum,Solanum subgen. Lycopersicon,,,,,,,,,,,,,,,,,,,
Solanum lycopersicum,Tomato yellow leaf curl Vietnam betasatellite,GCF_000873345.1,NA,"Ha,C., Coombs,S., Revill,P., Harding,R., Vu,M., Dale,J., Ha,C.V., Revill,P.A., Harding,R.M., Vu,M.T., Dale,J.L.",2015-02-13T08:38:18Z,NA,Betasatellite,Tolecusatellitidae,ssDNA,RefSeq,NA,NA,1,Viet Nam: Hanoi,Viet Nam,NA,NA,NA,NA,ViralProj19829,Viruses,Tolecusatellitidae,Betasatellite,Tomato yellow leaf curl Vietnam betasatellite,,,Viruses,,,,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Solanales,Solanaceae,Solanoideae,Solaneae,,Solanum,Solanum lycopersicum,Solanum subgen. Lycopersicon,,,,,,,,,,,,,,,,,,,
Solanum lycopersicum,Pedilanthus leaf curl virus,GCF_000868385.1,NA,"Tsai,W.-S., Green,S.K., Behjatnia,S.A.A., Rezaian,A., Iram,S., Mansoor",2015-02-13T08:29:42Z,Rahim Yar Khan 1,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,Pakistan: Rahim Yar Khan,Pakistan,NA,NA,NA,NA,ViralProj17539,Viruses,Geminiviridae,Begomovirus,Pedilanthus leaf curl virus,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Solanales,Solanaceae,Solanoideae,Solaneae,,Solanum,Solanum lycopersicum,Solanum subgen. Lycopersicon,,,,,,,,,,,,,,,,,,,
Solanum lycopersicum,Tomato yellow leaf curl Saudi virus,GCF_000910955.1,NA,"Rezk,A.A., Alhudaib,K.A., Al-Araby,W.S.",2015-02-22T18:46:19Z,Hail1,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,Saudi Arabia,Saudi Arabia,NA,NA,2012-04-22,NA,ViralProj217879,Viruses,Geminiviridae,Begomovirus,Tomato yellow leaf curl Saudi virus,unclassified Begomovirus,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Solanales,Solanaceae,Solanoideae,Solaneae,,Solanum,Solanum lycopersicum,Solanum subgen. Lycopersicon,,,,,,,,,,,,,,,,,,,
Solanum lycopersicum,Tomato leaf curl Japan virus,GCF_004786335.1,NA,"Ueda,S., Onuki,M., Hanada,K., Takanami,Y.",2021-06-01T15:51:34Z,Myz,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,1,Japan: Miyazaki,Japan,NA,NA,2001,NA,ASM478633v1,Viruses,Geminiviridae,Begomovirus,Tomato leaf curl Japan virus,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Solanales,Solanaceae,Solanoideae,Solaneae,,Solanum,Solanum lycopersicum,Solanum subgen. Lycopersicon,,,,,,,,,,,,,,,,,,,
Solanum lycopersicum,Sunflower leaf curl Karnataka alphasatellite,GCF_000901935.1,NA,"Vanitha,L.S., Govardhana,M., Wickramaarachchi,W.A.R.T., Rangaswamy,K.T., Shankarappa,K.S., Govindappa,M.R.",2015-02-22T18:31:37Z,Karnataka,Colecusatellite,Alphasatellitidae,ssDNA,RefSeq,NA,NA,NA,India,India,NA,plant leaf,2011-04-06,NA,ViralProj181246,Viruses,Alphasatellitidae,Colecusatellite,Sunflower leaf curl Karnataka alphasatellite,,,Viruses,,,,Geminialphasatellitinae,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Solanales,Solanaceae,Solanoideae,Solaneae,,Solanum,Solanum lycopersicum,Solanum subgen. Lycopersicon,,,,,,,,,,,,,,,,,,,
Solanum lycopersicum,Tomato leaf curl Uganda virus,GCF_002824385.1,NA,"Shih,S.L., Green,S.K., Tsai,W.S., Ssekyewa,C.",2018-08-25T01:06:09Z,NA,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,Uganda: Iganga,Uganda,NA,NA,NA,NA,ASM282438v1,Viruses,Geminiviridae,Begomovirus,Tomato leaf curl Uganda virus,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Solanales,Solanaceae,Solanoideae,Solaneae,,Solanum,Solanum lycopersicum,Solanum subgen. Lycopersicon,,,,,,,,,,,,,,,,,,,
Solanum lycopersicum,Tomato associated geminivirus 1,GCF_002285045.1,NA,"Fontenele,R.S., Lamas,N.S., Lacorte,C., Lacerda,A.L.M., Varsani,A., Ribeiro,S.G.",2017-09-02T01:00:29Z,Tomato_BR,NA,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,Brazil,Brazil,NA,NA,2015,NA,ViralProj400924,Viruses,Geminiviridae,,Tomato associated geminivirus 1,unclassified Geminiviridae,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Solanales,Solanaceae,Solanoideae,Solaneae,,Solanum,Solanum lycopersicum,Solanum subgen. Lycopersicon,,,,,,,,,,,,,,,,,,,
Solanum lycopersicum,Tomato leaf curl Burkina Faso virus,GCF_002005645.1,NA,"Ouattara,A., Tiendrebeogo,F., Lefeuvre,P., Claverie,S., Hoareau,M., Traore,E.V., Barro,N., Traore,O., Lett,J.M., Lett,J.-M.",2017-02-23T01:00:17Z,Burkina Faso:Loumbila:Tomate51B1:2013,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,1,Burkina Faso,Burkina Faso,NA,NA,2015-03-12,NA,ViralProj376172,Viruses,Geminiviridae,Begomovirus,Tomato leaf curl Burkina Faso virus,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Solanales,Solanaceae,Solanoideae,Solaneae,,Solanum,Solanum lycopersicum,Solanum subgen. Lycopersicon,,,,,,,,,,,,,,,,,,,
Solanum lycopersicum,Ageratum yellow vein Hualian virus,GCF_000880075.1,NA,"Tsai,W.S., Green,S.K., Shih,S.L.",2015-02-22T18:01:42Z,FHS7A2,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,Taiwan: Hsinchu,Taiwan,NA,NA,2003,NA,ViralProj30057,Viruses,Geminiviridae,Begomovirus,Ageratum yellow vein Hualian virus,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Solanales,Solanaceae,Solanoideae,Solaneae,,Solanum,Solanum lycopersicum,Solanum subgen. Lycopersicon,,,,,,,,,,,,,,,,,,,
Solanum lycopersicum,Tomato leaf curl Sinaloa virus,GCF_000871805.1,NA,"Rojas,A., Kvarnheden,A., Marcenaro,D., Valkonen,J.P.",2015-02-13T08:36:03Z,NI2,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,1,Nicaragua:Santa Lucia,Nicaragua,NA,NA,NA,NA,ViralMultiSegProj19971,Viruses,Geminiviridae,Begomovirus,Tomato leaf curl Sinaloa virus,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Solanales,Solanaceae,Solanoideae,Solaneae,,Solanum,Solanum lycopersicum,Solanum subgen. Lycopersicon,,,,,,,,,,,,,,,,,,,
Solanum lycopersicum,Tobacco leaf curl virus,GCF_001634495.1,NA,"Kim,J., Kwak,H.-R., Kim,M.-K., Seo,J.-K., Kim,C.-S., Lee,G.-S., Choi,H.-S.",2016-05-01T01:00:08Z,KH6,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,South Korea,South Korea,NA,NA,2015,NA,ViralProj319880,Viruses,Geminiviridae,Begomovirus,Tobacco leaf curl virus,unclassified Begomovirus,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Solanales,Solanaceae,Solanoideae,Solaneae,,Solanum,Solanum lycopersicum,Solanum subgen. Lycopersicon,,,,,,,,,,,,,,,,,,,
Solanum lycopersicum,Tomato leaf curl China virus,GCF_000842525.1,NA,"Ma,X., Zhou,X.",2015-02-12T16:35:49Z,G32,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,China:Guangxi,China,NA,NA,NA,NA,ViralProj14342,Viruses,Geminiviridae,Begomovirus,Tomato leaf curl China virus,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Solanales,Solanaceae,Solanoideae,Solaneae,,Solanum,Solanum lycopersicum,Solanum subgen. Lycopersicon,,,,,,,,,,,,,,,,,,,
Solanum lycopersicum,Tomato chlorotic leaf distortion virus,GCF_000894835.3,NA,"Zambrano,K., Geraud-Pouey,F., Chirinos,D., Romay,G., Marys,E., Geraud,F.",2016-08-08T14:02:12Z,NA,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,1,Venezuela,Venezuela,NA,NA,2004,NA,ViralMultiSegProj72721,Viruses,Geminiviridae,Begomovirus,Tomato chlorotic leaf distortion virus,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Solanales,Solanaceae,Solanoideae,Solaneae,,Solanum,Solanum lycopersicum,Solanum subgen. Lycopersicon,,,,,,,,,,,,,,,,,,,
Solanum lycopersicum,Tomato severe leaf curl Kalakada virus,GCF_004787335.1,NA,"Swarnalatha,P., Venkatravanappa,V., Jalali,S., Krishna Reddy,M.",2021-06-01T15:54:08Z,TC101,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,"India: Kalakada, Andhra Pradesh",India,NA,plant leaf,2007-09-19,NA,ASM478733v1,Viruses,Geminiviridae,Begomovirus,Tomato severe leaf curl Kalakada virus,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Solanales,Solanaceae,Solanoideae,Solaneae,,Solanum,Solanum lycopersicum,Solanum subgen. Lycopersicon,,,,,,,,,,,,,,,,,,,
Solanum lycopersicum,Tomato mild mosaic virus,GCF_000874565.1,NA,"Castillo-Urquiza,G.P., Beserra,J.E. Jr., Bruckner,F.P., Lima,A.T., Varsani,A., Alfenas-Zerbini,P., Murilo Zerbini,F., Beserra,J.E.A. Jr., Lima,A.T.M., Zerbini,P.A., Zerbini,F.M.",2015-02-13T08:39:30Z,BR:Pda58:05,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,1,Brazil,Brazil,NA,NA,2005-05,NA,ViralMultiSegProj30187,Viruses,Geminiviridae,Begomovirus,Tomato mild mosaic virus,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Solanales,Solanaceae,Solanoideae,Solaneae,,Solanum,Solanum lycopersicum,Solanum subgen. Lycopersicon,,,,,,,,,,,,,,,,,,,
Solanum lycopersicum,Tomato leaf curl Comoros virus,GCF_001430535.1,NA,"Delatte,H., Martin,D.P., Naze,F., Goldbach,R., Reynaud,B., Peterschmitt,M., Lett,J.M.",2015-11-03T01:01:57Z,Mayote:Dembeni:2003,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,1,Mayotte:Dembeni,Mayotte,NA,NA,NA,NA,ViralProj300234,Viruses,Geminiviridae,Begomovirus,Tomato leaf curl Comoros virus,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Solanales,Solanaceae,Solanoideae,Solaneae,,Solanum,Solanum lycopersicum,Solanum subgen. Lycopersicon,,,,,,,,,,,,,,,,,,,
Solanum lycopersicum,Tomato leaf curl Laos betasatellite,GCF_002987955.1,NA,"Bull,S.E., Tsai,W.S., Briddon,R.W., Markham,P.G., Stanley,J., Green,S.K.",2018-08-26T16:18:37Z,NA,Betasatellite,Tolecusatellitidae,ssDNA,RefSeq,NA,NA,1,Laos:Savannakhet,Laos,NA,plant leaf,NA,NA,ASM298795v1,Viruses,Tolecusatellitidae,Betasatellite,Tomato leaf curl Laos betasatellite,,,Viruses,,,,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Solanales,Solanaceae,Solanoideae,Solaneae,,Solanum,Solanum lycopersicum,Solanum subgen. Lycopersicon,,,,,,,,,,,,,,,,,,,
Solanum lycopersicum,Tobacco leaf curl Japan betasatellite,GCF_000871565.1,NA,"Ueda,S., Onuki,M., Hanada,K., Takanami,Y.",2015-02-13T08:35:42Z,Myz,Betasatellite,Tolecusatellitidae,ssDNA,RefSeq,NA,NA,1,Japan: Miyazaki,Japan,NA,NA,2001,NA,ViralProj19603,Viruses,Tolecusatellitidae,Betasatellite,Tobacco leaf curl Japan betasatellite,,,Viruses,,,,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Solanales,Solanaceae,Solanoideae,Solaneae,,Solanum,Solanum lycopersicum,Solanum subgen. Lycopersicon,,,,,,,,,,,,,,,,,,,
Solanum lycopersicum,Tomato apical leaf curl virus,GCF_002890115.1,NA,"Vaghi Medina,G., Teppa,E., Bornancini,V.A., Flores,C.R., Marino Buslje,C., Lopez Lambertini,P.M.",2018-01-18T14:15:04Z,AR:Yuto:Tom420:08,Topilevirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,Argentina,Argentina,NA,NA,2008,NA,ASM289011v1,Viruses,Geminiviridae,Topilevirus,Tomato apical leaf curl virus,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Solanales,Solanaceae,Solanoideae,Solaneae,,Solanum,Solanum lycopersicum,Solanum subgen. Lycopersicon,,,,,,,,,,,,,,,,,,,
Solanum lycopersicum,Tomato common mosaic virus,GCF_000879555.1,NA,"Castillo-Urquiza,G.P., Beserra,J.E. Jr., Bruckner,F.P., Lima,A.T., Varsani,A., Alfenas-Zerbini,P., Murilo Zerbini,F., Beserra,J.E.A. Jr., Lima,A.T.M., Zerbini,P.A., Zerbini,F.M.",2015-02-22T18:00:57Z,BR:Coi22:07,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,1,Brazil,Brazil,NA,NA,2007-07-17,NA,ViralMultiSegProj30185,Viruses,Geminiviridae,Begomovirus,Tomato common mosaic virus,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Solanales,Solanaceae,Solanoideae,Solaneae,,Solanum,Solanum lycopersicum,Solanum subgen. Lycopersicon,,,,,,,,,,,,,,,,,,,
Solanum lycopersicum,Tomato leaf curl Hainan virus,GCF_000885835.1,NA,"Zhang,H., Hu,G., Zhou,X., Zhou,X.P.",2015-02-22T18:07:36Z,NA,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,China:Hainan province,China,NA,NA,2008-03-16,NA,ViralProj39931,Viruses,Geminiviridae,Begomovirus,Tomato leaf curl Hainan virus,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Solanales,Solanaceae,Solanoideae,Solaneae,,Solanum,Solanum lycopersicum,Solanum subgen. Lycopersicon,,,,,,,,,,,,,,,,,,,
Solanum lycopersicum,Tomato leaf curl Mindanao virus,GCF_000872745.1,NA,"Tsai,W.S., Shih,S.L., Venkatesan,S.G., Aquino,M.U., Green,S.K., Kenyon,L., Jan,F.J., Aquino,M., Huang,Y.C., Jan,F.-J.",2015-02-13T08:37:40Z,P162,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,Philippines: Mindanao,Philippines,NA,NA,NA,NA,ViralProj29011,Viruses,Geminiviridae,Begomovirus,Tomato leaf curl Mindanao virus,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Solanales,Solanaceae,Solanoideae,Solaneae,,Solanum,Solanum lycopersicum,Solanum subgen. Lycopersicon,,,,,,,,,,,,,,,,,,,
